invoice_id,unit_price,quantity,tax_5%,total,cogs,gross_margin_percentage,gross_income,rating,date,week_start,week_of_year,day_of_week,month_number,month_name,quarter,year,season,time,day_part,branch,city,customer_type,gender,payment,product_line
189-08-9157,31.73,9.0,14.2785,299.8485,285.57,4.761904762,14.2785,5.9,2019-01-08,2019-01-07,2,2,1,January,1,2019,winter,16:17:00,noon,C,Naypyitaw,Normal,Female,Credit card,Fashion accessories
663-86-9076,68.54,8.0,27.416,575.736,548.32,4.761904762,27.416,8.5,2019-01-08,2019-01-07,2,2,1,January,1,2019,winter,15:57:00,noon,C,Naypyitaw,Member,Female,Ewallet,Food and beverages
549-84-7482,90.28,9.0,40.626,853.146,812.52,4.761904762,40.626,7.2,2019-02-08,2019-02-04,6,5,2,February,1,2019,winter,11:15:00,noon,B,Mandalay,Normal,Female,Ewallet,Sports and travel
191-10-6171,39.62,7.0,13.867,291.207,277.34,4.761904762,13.867,7.5,2019-01-25,2019-01-21,4,5,1,January,1,2019,winter,13:18:00,noon,B,Mandalay,Normal,Female,Cash,Fashion accessories
802-70-5316,92.13,6.0,27.639,580.419,552.78,4.761904762,27.639,8.3,2019-03-06,2019-03-04,10,3,3,March,1,2019,spring,20:34:00,evening,A,Yangon,Member,Female,Cash,Sports and travel
695-51-0018,34.84,4.0,6.968,146.328,139.36,4.761904762,6.968,7.4,2019-02-10,2019-02-04,6,7,2,February,1,2019,winter,18:36:00,evening,B,Mandalay,Normal,Female,Cash,Sports and travel
590-83-4591,87.45,6.0,26.235,550.935,524.7,4.761904762,26.235,8.8,2019-02-17,2019-02-11,7,7,2,February,1,2019,winter,14:40:00,noon,B,Mandalay,Member,Male,Credit card,Electronic accessories
483-71-1164,81.3,6.0,24.39,512.19,487.8,4.761904762,24.39,5.3,2019-03-08,2019-03-04,10,5,3,March,1,2019,spring,16:43:00,noon,C,Naypyitaw,Normal,Female,Ewallet,Health and beauty
597-78-7908,90.22,3.0,13.533,284.193,270.66,4.761904762,13.533,6.2,2019-02-18,2019-02-18,8,1,2,February,1,2019,winter,19:39:00,evening,C,Naypyitaw,Normal,Male,Cash,Fashion accessories
700-81-1757,26.31,5.0,6.5775,138.1275,131.55,4.761904762,6.5775,8.8,2019-01-18,2019-01-14,3,5,1,January,1,2019,winter,20:59:00,evening,A,Yangon,Normal,Female,Credit card,Electronic accessories
354-39-5160,34.42,6.0,10.326,216.846,206.52,4.761904762,10.326,9.8,2019-02-18,2019-02-18,8,1,2,February,1,2019,winter,15:39:00,noon,A,Yangon,Member,Female,Cash,Home and lifestyle
241-72-9525,51.91,10.0,25.955,545.055,519.1,4.761904762,25.955,8.2,2019-02-16,2019-02-11,7,6,2,February,1,2019,winter,12:21:00,noon,B,Mandalay,Normal,Male,Cash,Sports and travel
575-30-8091,72.5,8.0,29.0,609.0,580.0,4.761904762,29.0,9.2,2019-03-16,2019-03-11,11,6,3,March,1,2019,spring,19:25:00,evening,A,Yangon,Normal,Male,Ewallet,Sports and travel
731-81-9469,89.8,10.0,44.9,942.9,898.0,4.761904762,44.9,5.4,2019-01-23,2019-01-21,4,3,1,January,1,2019,winter,13:00:00,noon,C,Naypyitaw,Member,Female,Credit card,Sports and travel
280-17-4359,90.5,10.0,45.25,950.25,905.0,4.761904762,45.25,8.1,2019-01-25,2019-01-21,4,5,1,January,1,2019,winter,13:48:00,noon,C,Naypyitaw,Member,Male,Cash,Health and beauty
338-65-2210,68.6,10.0,34.3,720.3,686.0,4.761904762,34.3,9.1,2019-02-05,2019-02-04,6,2,2,February,1,2019,winter,19:57:00,evening,C,Naypyitaw,Member,Female,Cash,Health and beauty
488-25-4221,30.41,1.0,1.5205,31.9305,30.41,4.761904762,1.5205,8.4,2019-02-22,2019-02-18,8,5,2,February,1,2019,winter,10:36:00,morning,C,Naypyitaw,Member,Female,Credit card,Food and beverages
239-10-7476,77.95,6.0,23.385,491.085,467.7,4.761904762,23.385,8.0,2019-01-21,2019-01-21,4,1,1,January,1,2019,winter,16:37:00,noon,A,Yangon,Normal,Female,Ewallet,Home and lifestyle
458-41-1477,46.26,6.0,13.878,291.438,277.56,4.761904762,13.878,9.5,2019-03-08,2019-03-04,10,5,3,March,1,2019,spring,17:11:00,evening,C,Naypyitaw,Normal,Female,Credit card,Health and beauty
685-64-1609,30.14,10.0,15.07,316.47,301.4,4.761904762,15.07,9.2,2019-02-10,2019-02-04,6,7,2,February,1,2019,winter,12:28:00,noon,A,Yangon,Member,Female,Ewallet,Fashion accessories
568-90-5112,66.14,4.0,13.228,277.788,264.56,4.761904762,13.228,5.6,2019-03-19,2019-03-18,12,2,3,March,1,2019,spring,12:46:00,noon,C,Naypyitaw,Normal,Male,Credit card,Health and beauty
262-47-2794,71.86,8.0,28.744,603.624,574.88,4.761904762,28.744,6.2,2019-03-06,2019-03-04,10,3,3,March,1,2019,spring,15:07:00,noon,B,Mandalay,Member,Male,Credit card,Home and lifestyle
238-49-0436,32.46,8.0,12.984,272.664,259.68,4.761904762,12.984,4.9,2019-03-27,2019-03-25,13,3,3,March,1,2019,spring,13:48:00,noon,A,Yangon,Normal,Male,Credit card,Health and beauty
608-96-3517,91.54,4.0,18.308,384.468,366.16,4.761904762,18.308,4.8,2019-03-23,2019-03-18,12,6,3,March,1,2019,spring,19:20:00,evening,B,Mandalay,Member,Female,Credit card,Fashion accessories
584-86-7256,34.56,7.0,12.096,254.016,241.92,4.761904762,12.096,7.3,2019-03-11,2019-03-11,11,1,3,March,1,2019,spring,16:07:00,noon,C,Naypyitaw,Member,Male,Credit card,Sports and travel
746-94-0204,83.24,9.0,37.458,786.618,749.16,4.761904762,37.458,7.4,2019-01-29,2019-01-28,5,2,1,January,1,2019,winter,11:56:00,noon,A,Yangon,Normal,Male,Credit card,Fashion accessories
214-17-6927,16.48,6.0,4.944,103.824,98.88,4.761904762,4.944,9.9,2019-02-07,2019-02-04,6,4,2,February,1,2019,winter,18:23:00,evening,C,Naypyitaw,Normal,Female,Ewallet,Food and beverages
400-89-4171,80.97,8.0,32.388,680.148,647.76,4.761904762,32.388,9.3,2019-01-28,2019-01-28,5,1,1,January,1,2019,winter,13:05:00,noon,C,Naypyitaw,Normal,Female,Cash,Sports and travel
782-95-9291,92.29,5.0,23.0725,484.5225,461.45,4.761904762,23.0725,9.0,2019-02-20,2019-02-18,8,3,2,February,1,2019,winter,15:55:00,noon,A,Yangon,Member,Male,Credit card,Food and beverages
279-74-2924,72.17,1.0,3.6085,75.7785,72.17,4.761904762,3.6085,6.1,2019-01-04,2018-12-31,1,5,1,January,1,2019,winter,19:40:00,evening,B,Mandalay,Member,Male,Cash,Electronic accessories
307-85-2293,50.28,5.0,12.57,263.97,251.4,4.761904762,12.57,9.7,2019-03-07,2019-03-04,10,4,3,March,1,2019,spring,13:58:00,noon,B,Mandalay,Normal,Male,Ewallet,Home and lifestyle
743-04-1105,97.22,9.0,43.749,918.729,874.98,4.761904762,43.749,6.0,2019-03-30,2019-03-25,13,6,3,March,1,2019,spring,14:43:00,noon,B,Mandalay,Member,Male,Ewallet,Health and beauty
423-57-2993,93.39,6.0,28.017,588.357,560.34,4.761904762,28.017,10.0,2019-03-27,2019-03-25,13,3,3,March,1,2019,spring,19:18:00,evening,B,Mandalay,Normal,Male,Ewallet,Sports and travel
894-41-5205,43.18,8.0,17.272,362.712,345.44,4.761904762,17.272,8.3,2019-01-19,2019-01-14,3,6,1,January,1,2019,winter,19:39:00,evening,C,Naypyitaw,Normal,Female,Credit card,Food and beverages
275-28-0149,63.69,1.0,3.1845,66.8745,63.69,4.761904762,3.1845,6.0,2019-02-25,2019-02-25,9,1,2,February,1,2019,winter,16:21:00,noon,A,Yangon,Normal,Male,Cash,Sports and travel
101-17-6199,45.79,7.0,16.0265,336.5565,320.53,4.761904762,16.0265,7.0,2019-03-13,2019-03-11,11,3,3,March,1,2019,spring,19:44:00,evening,A,Yangon,Normal,Male,Credit card,Food and beverages
423-80-0988,76.4,2.0,7.64,160.44,152.8,4.761904762,7.64,6.5,2019-01-30,2019-01-28,5,3,1,January,1,2019,winter,19:42:00,evening,C,Naypyitaw,Normal,Male,Ewallet,Sports and travel
548-46-9322,39.9,10.0,19.95,418.95,399.0,4.761904762,19.95,5.9,2019-02-20,2019-02-18,8,3,2,February,1,2019,winter,15:24:00,noon,B,Mandalay,Normal,Male,Credit card,Food and beverages
505-02-0892,42.57,8.0,17.028,357.588,340.56,4.761904762,17.028,5.6,2019-02-25,2019-02-25,9,1,2,February,1,2019,winter,14:12:00,noon,B,Mandalay,Member,Male,Ewallet,Health and beauty
234-65-2137,95.58,10.0,47.79,1003.59,955.8,4.761904762,47.79,4.8,2019-01-16,2019-01-14,3,3,1,January,1,2019,winter,13:32:00,noon,C,Naypyitaw,Normal,Male,Cash,Home and lifestyle
687-47-8271,98.98,10.0,49.49,1039.29,989.8,4.761904762,49.49,8.7,2019-02-08,2019-02-04,6,5,2,February,1,2019,winter,16:20:00,noon,A,Yangon,Normal,Male,Credit card,Fashion accessories
796-32-9050,51.28,6.0,15.384,323.064,307.68,4.761904762,15.384,6.5,2019-01-19,2019-01-14,3,6,1,January,1,2019,winter,16:31:00,noon,A,Yangon,Normal,Male,Cash,Food and beverages
105-31-1824,69.52,7.0,24.332,510.972,486.64,4.761904762,24.332,8.5,2019-02-01,2019-01-28,5,5,2,February,1,2019,winter,15:10:00,noon,A,Yangon,Member,Male,Credit card,Sports and travel
249-42-3782,70.01,5.0,17.5025,367.5525,350.05,4.761904762,17.5025,5.5,2019-01-03,2018-12-31,1,4,1,January,1,2019,winter,11:36:00,noon,A,Yangon,Normal,Male,Ewallet,Health and beauty
316-55-4634,80.05,5.0,20.0125,420.2625,400.25,4.761904762,20.0125,9.4,2019-01-26,2019-01-21,4,6,1,January,1,2019,winter,12:45:00,noon,B,Mandalay,Member,Male,Credit card,Food and beverages
733-33-4967,20.85,8.0,8.34,175.14,166.8,4.761904762,8.34,6.3,2019-03-03,2019-02-25,9,7,3,March,1,2019,spring,19:17:00,evening,C,Naypyitaw,Normal,Male,Cash,Electronic accessories
608-27-6295,52.89,6.0,15.867,333.207,317.34,4.761904762,15.867,9.8,2019-01-19,2019-01-14,3,6,1,January,1,2019,winter,17:34:00,evening,B,Mandalay,Member,Male,Credit card,Electronic accessories
414-12-7047,19.79,8.0,7.916,166.236,158.32,4.761904762,7.916,8.7,2019-01-18,2019-01-14,3,5,1,January,1,2019,winter,12:04:00,noon,B,Mandalay,Normal,Male,Ewallet,Food and beverages
827-26-2100,33.84,9.0,15.228,319.788,304.56,4.761904762,15.228,8.8,2019-03-21,2019-03-18,12,4,3,March,1,2019,spring,16:21:00,noon,A,Yangon,Member,Male,Ewallet,Home and lifestyle
175-54-2529,22.17,8.0,8.868,186.228,177.36,4.761904762,8.868,9.6,2019-03-03,2019-02-25,9,7,3,March,1,2019,spring,17:01:00,evening,A,Yangon,Member,Male,Credit card,Food and beverages
139-52-2867,22.51,7.0,7.8785,165.4485,157.57,4.761904762,7.8785,4.8,2019-02-13,2019-02-11,7,3,2,February,1,2019,winter,10:50:00,morning,C,Naypyitaw,Normal,Female,Credit card,Fashion accessories
407-63-8975,73.88,6.0,22.164,465.444,443.28,4.761904762,22.164,4.4,2019-03-23,2019-03-18,12,6,3,March,1,2019,spring,19:16:00,evening,A,Yangon,Normal,Male,Ewallet,Food and beverages
342-65-4817,86.8,3.0,13.02,273.42,260.4,4.761904762,13.02,9.9,2019-01-28,2019-01-28,5,1,1,January,1,2019,winter,16:47:00,noon,C,Naypyitaw,Member,Male,Ewallet,Health and beauty
130-98-8941,64.26,7.0,22.491,472.311,449.82,4.761904762,22.491,5.7,2019-02-09,2019-02-04,6,6,2,February,1,2019,winter,10:00:00,morning,C,Naypyitaw,Normal,Male,Cash,Fashion accessories
434-83-9547,38.47,8.0,15.388,323.148,307.76,4.761904762,15.388,7.7,2019-01-23,2019-01-21,4,3,1,January,1,2019,winter,11:51:00,noon,C,Naypyitaw,Member,Male,Cash,Food and beverages
851-28-6367,15.5,10.0,7.75,162.75,155.0,4.761904762,7.75,8.0,2019-03-23,2019-03-18,12,6,3,March,1,2019,spring,10:55:00,morning,A,Yangon,Member,Male,Ewallet,Sports and travel
824-88-3614,34.31,8.0,13.724,288.204,274.48,4.761904762,13.724,5.7,2019-01-25,2019-01-21,4,5,1,January,1,2019,winter,15:00:00,noon,C,Naypyitaw,Normal,Male,Ewallet,Health and beauty
586-25-0848,12.34,7.0,4.319,90.699,86.38,4.761904762,4.319,6.7,2019-03-04,2019-03-04,10,1,3,March,1,2019,spring,11:19:00,noon,A,Yangon,Normal,Female,Credit card,Sports and travel
895-66-0685,18.08,3.0,2.712,56.952,54.24,4.761904762,2.712,8.0,2019-03-05,2019-03-04,10,2,3,March,1,2019,spring,19:46:00,evening,B,Mandalay,Member,Male,Ewallet,Food and beverages
305-14-0245,94.49,8.0,37.796,793.716,755.92,4.761904762,37.796,7.5,2019-03-03,2019-02-25,9,7,3,March,1,2019,spring,19:00:00,evening,B,Mandalay,Member,Female,Ewallet,Home and lifestyle
732-04-5373,46.47,4.0,9.294,195.174,185.88,4.761904762,9.294,7.0,2019-02-08,2019-02-04,6,5,2,February,1,2019,winter,10:53:00,morning,B,Mandalay,Member,Male,Cash,Home and lifestyle
400-60-7251,74.07,1.0,3.7035,77.7735,74.07,4.761904762,3.7035,9.9,2019-02-10,2019-02-04,6,7,2,February,1,2019,winter,12:50:00,noon,A,Yangon,Normal,Male,Ewallet,Home and lifestyle
593-65-1552,69.81,4.0,13.962,293.202,279.24,4.761904762,13.962,5.9,2019-01-28,2019-01-28,5,1,1,January,1,2019,winter,20:50:00,evening,C,Naypyitaw,Normal,Female,Credit card,Home and lifestyle
284-34-9626,77.04,3.0,11.556,242.676,231.12,4.761904762,11.556,7.2,2019-02-11,2019-02-11,7,1,2,February,1,2019,winter,10:39:00,morning,B,Mandalay,Normal,Female,Credit card,Home and lifestyle
437-58-8131,73.52,2.0,7.352,154.392,147.04,4.761904762,7.352,4.6,2019-01-15,2019-01-14,3,2,1,January,1,2019,winter,13:41:00,noon,B,Mandalay,Normal,Female,Ewallet,Fashion accessories
286-43-6208,87.8,9.0,39.51,829.71,790.2,4.761904762,39.51,9.2,2019-03-16,2019-03-11,11,6,3,March,1,2019,spring,19:08:00,evening,C,Naypyitaw,Normal,Female,Cash,Food and beverages
641-43-2399,25.55,4.0,5.11,107.31,102.2,4.761904762,5.11,5.7,2019-01-26,2019-01-21,4,6,1,January,1,2019,winter,20:23:00,evening,B,Mandalay,Normal,Male,Ewallet,Home and lifestyle
831-07-6050,32.71,5.0,8.1775,171.7275,163.55,4.761904762,8.1775,9.9,2019-03-19,2019-03-18,12,2,3,March,1,2019,spring,11:30:00,noon,A,Yangon,Normal,Male,Credit card,Electronic accessories
556-86-3144,74.29,1.0,3.7145,78.0045,74.29,4.761904762,3.7145,5.0,2019-01-13,2019-01-07,2,7,1,January,1,2019,winter,19:30:00,evening,C,Naypyitaw,Member,Female,Cash,Fashion accessories
848-24-9445,43.7,2.0,4.37,91.77,87.4,4.761904762,4.37,4.9,2019-03-26,2019-03-25,13,2,3,March,1,2019,spring,18:03:00,evening,C,Naypyitaw,Member,Male,Cash,Health and beauty
856-22-8149,25.29,1.0,1.2645,26.5545,25.29,4.761904762,1.2645,6.1,2019-03-23,2019-03-18,12,6,3,March,1,2019,spring,10:13:00,morning,A,Yangon,Normal,Female,Ewallet,Home and lifestyle
699-01-4164,41.5,4.0,8.3,174.3,166.0,4.761904762,8.3,8.2,2019-03-12,2019-03-11,11,2,3,March,1,2019,spring,19:58:00,evening,C,Naypyitaw,Normal,Male,Credit card,Health and beauty
420-11-4919,71.39,5.0,17.8475,374.7975,356.95,4.761904762,17.8475,5.5,2019-02-17,2019-02-11,7,7,2,February,1,2019,winter,19:57:00,evening,C,Naypyitaw,Member,Female,Credit card,Food and beverages
606-80-4905,19.15,6.0,5.745,120.645,114.9,4.761904762,5.745,6.8,2019-01-29,2019-01-28,5,2,1,January,1,2019,winter,10:01:00,morning,C,Naypyitaw,Member,Female,Credit card,Sports and travel
542-41-0513,57.49,4.0,11.498,241.458,229.96,4.761904762,11.498,6.6,2019-03-15,2019-03-11,11,5,3,March,1,2019,spring,11:57:00,noon,B,Mandalay,Member,Female,Cash,Electronic accessories
426-39-2418,61.41,7.0,21.4935,451.3635,429.87,4.761904762,21.4935,9.8,2019-01-14,2019-01-14,3,1,1,January,1,2019,winter,10:02:00,morning,C,Naypyitaw,Normal,Male,Cash,Electronic accessories
875-46-5808,25.9,10.0,12.95,271.95,259.0,4.761904762,12.95,8.7,2019-02-06,2019-02-04,6,3,2,February,1,2019,winter,14:51:00,noon,B,Mandalay,Member,Male,Ewallet,Health and beauty
394-43-4238,17.77,5.0,4.4425,93.2925,88.85,4.761904762,4.4425,5.4,2019-02-15,2019-02-11,7,5,2,February,1,2019,winter,12:42:00,noon,B,Mandalay,Member,Male,Credit card,Home and lifestyle
749-24-1565,23.03,9.0,10.3635,217.6335,207.27,4.761904762,10.3635,7.9,2019-01-03,2018-12-31,1,4,1,January,1,2019,winter,12:02:00,noon,A,Yangon,Normal,Female,Ewallet,Health and beauty
672-51-8681,66.65,9.0,29.9925,629.8425,599.85,4.761904762,29.9925,9.7,2019-01-04,2018-12-31,1,5,1,January,1,2019,winter,18:19:00,evening,C,Naypyitaw,Member,Female,Credit card,Electronic accessories
263-87-5680,28.53,10.0,14.265,299.565,285.3,4.761904762,14.265,7.8,2019-03-18,2019-03-18,12,1,3,March,1,2019,spring,17:38:00,evening,C,Naypyitaw,Member,Female,Ewallet,Home and lifestyle
573-58-9734,30.37,3.0,4.5555,95.6655,91.11,4.761904762,4.5555,5.1,2019-03-28,2019-03-25,13,4,3,March,1,2019,spring,13:41:00,noon,B,Mandalay,Normal,Female,Ewallet,Fashion accessories
817-69-8206,99.73,9.0,44.8785,942.4485,897.57,4.761904762,44.8785,6.5,2019-03-02,2019-02-25,9,6,3,March,1,2019,spring,19:42:00,evening,B,Mandalay,Normal,Female,Credit card,Electronic accessories
888-02-0338,26.23,9.0,11.8035,247.8735,236.07,4.761904762,11.8035,5.9,2019-01-25,2019-01-21,4,5,1,January,1,2019,winter,20:24:00,evening,A,Yangon,Normal,Male,Ewallet,Electronic accessories
677-11-0152,93.26,9.0,41.967,881.307,839.34,4.761904762,41.967,8.8,2019-01-16,2019-01-14,3,3,1,January,1,2019,winter,18:08:00,evening,C,Naypyitaw,Normal,Female,Cash,Food and beverages
142-63-6033,92.36,5.0,23.09,484.89,461.8,4.761904762,23.09,4.9,2019-03-20,2019-03-18,12,3,3,March,1,2019,spring,19:17:00,evening,B,Mandalay,Normal,Male,Ewallet,Home and lifestyle
656-16-1063,46.42,3.0,6.963,146.223,139.26,4.761904762,6.963,4.4,2019-01-04,2018-12-31,1,5,1,January,1,2019,winter,13:24:00,noon,B,Mandalay,Normal,Male,Credit card,Sports and travel
891-58-8335,29.61,7.0,10.3635,217.6335,207.27,4.761904762,10.3635,6.5,2019-03-11,2019-03-11,11,1,3,March,1,2019,spring,15:53:00,noon,B,Mandalay,Member,Female,Cash,Sports and travel
802-43-8934,18.28,1.0,0.914,19.194,18.28,4.761904762,0.914,8.3,2019-03-22,2019-03-18,12,5,3,March,1,2019,spring,15:05:00,noon,A,Yangon,Normal,Male,Credit card,Home and lifestyle
560-30-5617,24.77,5.0,6.1925,130.0425,123.85,4.761904762,6.1925,8.5,2019-03-24,2019-03-18,12,7,3,March,1,2019,spring,18:27:00,evening,B,Mandalay,Normal,Female,Cash,Sports and travel
319-74-2561,94.64,3.0,14.196,298.116,283.92,4.761904762,14.196,5.5,2019-02-21,2019-02-18,8,4,2,February,1,2019,winter,16:55:00,noon,A,Yangon,Member,Female,Cash,Electronic accessories
549-03-9315,94.87,8.0,37.948,796.908,758.96,4.761904762,37.948,8.7,2019-02-12,2019-02-11,7,2,2,February,1,2019,winter,12:58:00,noon,B,Mandalay,Normal,Male,Ewallet,Fashion accessories
790-29-1172,57.34,3.0,8.601,180.621,172.02,4.761904762,8.601,7.9,2019-03-10,2019-03-04,10,7,3,March,1,2019,spring,18:59:00,evening,B,Mandalay,Normal,Female,Credit card,Food and beverages
239-36-3640,45.35,6.0,13.605,285.705,272.1,4.761904762,13.605,6.1,2019-01-31,2019-01-28,5,4,1,January,1,2019,winter,13:44:00,noon,B,Mandalay,Normal,Male,Ewallet,Electronic accessories
468-01-2051,62.08,7.0,21.728,456.288,434.56,4.761904762,21.728,5.4,2019-03-06,2019-03-04,10,3,3,March,1,2019,spring,13:46:00,noon,B,Mandalay,Normal,Male,Ewallet,Food and beverages
389-25-3394,11.81,5.0,2.9525,62.0025,59.05,4.761904762,2.9525,9.4,2019-02-17,2019-02-11,7,7,2,February,1,2019,winter,18:06:00,evening,C,Naypyitaw,Normal,Male,Cash,Electronic accessories
279-62-1445,12.54,1.0,0.627,13.167,12.54,4.761904762,0.627,8.2,2019-02-21,2019-02-18,8,4,2,February,1,2019,winter,12:38:00,noon,C,Naypyitaw,Member,Female,Cash,Fashion accessories
213-72-6612,43.25,2.0,4.325,90.825,86.5,4.761904762,4.325,6.2,2019-03-20,2019-03-18,12,3,3,March,1,2019,spring,15:56:00,noon,A,Yangon,Normal,Male,Cash,Food and beverages
746-68-6593,87.16,2.0,8.716,183.036,174.32,4.761904762,8.716,9.7,2019-01-11,2019-01-07,2,5,1,January,1,2019,winter,14:29:00,noon,C,Naypyitaw,Member,Female,Credit card,Sports and travel
836-82-5858,69.37,9.0,31.2165,655.5465,624.33,4.761904762,31.2165,4.0,2019-01-26,2019-01-21,4,6,1,January,1,2019,winter,19:14:00,evening,B,Mandalay,Member,Male,Ewallet,Health and beauty
583-72-1480,37.06,4.0,7.412,155.652,148.24,4.761904762,7.412,9.7,2019-01-31,2019-01-28,5,4,1,January,1,2019,winter,16:24:00,noon,C,Naypyitaw,Member,Male,Ewallet,Electronic accessories
466-61-5506,90.7,6.0,27.21,571.41,544.2,4.761904762,27.21,5.3,2019-02-26,2019-02-25,9,2,2,February,1,2019,winter,10:52:00,morning,B,Mandalay,Member,Female,Cash,Electronic accessories
721-86-6247,63.42,8.0,25.368,532.728,507.36,4.761904762,25.368,7.4,2019-03-11,2019-03-11,11,1,3,March,1,2019,spring,12:55:00,noon,A,Yangon,Normal,Female,Ewallet,Home and lifestyle
289-65-5721,81.37,2.0,8.137,170.877,162.74,4.761904762,8.137,6.5,2019-01-26,2019-01-21,4,6,1,January,1,2019,winter,19:28:00,evening,B,Mandalay,Normal,Female,Cash,Fashion accessories
545-46-3100,10.59,3.0,1.5885,33.3585,31.77,4.761904762,1.5885,8.7,2019-03-12,2019-03-11,11,2,3,March,1,2019,spring,13:52:00,noon,B,Mandalay,Member,Female,Credit card,Electronic accessories
418-02-5978,84.09,9.0,37.8405,794.6505,756.81,4.761904762,37.8405,8.0,2019-02-11,2019-02-11,7,1,2,February,1,2019,winter,10:54:00,morning,B,Mandalay,Normal,Female,Cash,Health and beauty
269-04-5750,73.82,4.0,14.764,310.044,295.28,4.761904762,14.764,6.7,2019-02-21,2019-02-18,8,4,2,February,1,2019,winter,18:31:00,evening,B,Mandalay,Member,Male,Cash,Fashion accessories
157-13-5295,51.94,10.0,25.97,545.37,519.4,4.761904762,25.97,6.5,2019-03-09,2019-03-04,10,6,3,March,1,2019,spring,18:24:00,evening,A,Yangon,Member,Male,Ewallet,Health and beauty
645-78-8093,93.14,2.0,9.314,195.594,186.28,4.761904762,9.314,4.1,2019-01-20,2019-01-14,3,7,1,January,1,2019,winter,18:09:00,evening,A,Yangon,Normal,Female,Ewallet,Sports and travel
211-30-9270,17.41,5.0,4.3525,91.4025,87.05,4.761904762,4.3525,4.9,2019-01-28,2019-01-28,5,1,1,January,1,2019,winter,15:16:00,noon,C,Naypyitaw,Normal,Male,Credit card,Health and beauty
755-12-3214,44.22,5.0,11.055,232.155,221.1,4.761904762,11.055,8.6,2019-03-05,2019-03-04,10,2,3,March,1,2019,spring,17:07:00,evening,C,Naypyitaw,Member,Female,Credit card,Fashion accessories
346-84-3103,13.22,5.0,3.305,69.405,66.1,4.761904762,3.305,4.3,2019-03-02,2019-02-25,9,6,3,March,1,2019,spring,19:26:00,evening,B,Mandalay,Member,Female,Cash,Electronic accessories
478-06-7835,89.69,1.0,4.4845,94.1745,89.69,4.761904762,4.4845,4.9,2019-01-11,2019-01-07,2,5,1,January,1,2019,winter,11:20:00,noon,A,Yangon,Normal,Male,Ewallet,Fashion accessories
540-11-4336,24.94,9.0,11.223,235.683,224.46,4.761904762,11.223,5.6,2019-01-11,2019-01-07,2,5,1,January,1,2019,winter,16:49:00,noon,A,Yangon,Normal,Male,Credit card,Food and beverages
448-81-5016,59.77,2.0,5.977,125.517,119.54,4.761904762,5.977,5.8,2019-03-11,2019-03-11,11,1,3,March,1,2019,spring,12:01:00,noon,A,Yangon,Normal,Male,Credit card,Health and beauty
142-72-4741,93.2,2.0,9.32,195.72,186.4,4.761904762,9.32,6.0,2019-02-28,2019-02-25,9,4,2,February,1,2019,winter,18:37:00,evening,C,Naypyitaw,Member,Male,Credit card,Fashion accessories
217-58-1179,62.65,4.0,12.53,263.13,250.6,4.761904762,12.53,4.2,2019-01-05,2018-12-31,1,6,1,January,1,2019,winter,11:25:00,noon,A,Yangon,Member,Male,Cash,Home and lifestyle
376-02-8238,93.87,8.0,37.548,788.508,750.96,4.761904762,37.548,8.3,2019-02-02,2019-01-28,5,6,2,February,1,2019,winter,18:42:00,evening,B,Mandalay,Normal,Male,Credit card,Home and lifestyle
530-90-9855,47.59,8.0,19.036,399.756,380.72,4.761904762,19.036,5.7,2019-01-01,2018-12-31,1,2,1,January,1,2019,winter,14:47:00,noon,A,Yangon,Member,Male,Cash,Home and lifestyle
